VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,08/12/2018 08:33:45 PM,08/12/2018 08:39:00 PM,1,0.7,1,N,100,233,1,5.5,0.5,0.5,1.2,0,0.3,8
1,08/12/2018 08:41:13 PM,08/12/2018 08:46:18 PM,4,1.1,1,N,233,141,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,08/12/2018 08:49:17 PM,08/12/2018 09:06:50 PM,1,2.4,1,N,141,234,2,13,0.5,0.5,0,0,0.3,14.3
1,08/12/2018 08:05:14 PM,08/12/2018 08:13:10 PM,1,1.7,1,N,246,48,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,08/12/2018 08:33:26 PM,08/12/2018 09:12:24 PM,1,6.1,1,N,186,80,1,27.5,0.5,0.5,5.75,0,0.3,34.55
2,08/12/2018 07:53:12 PM,08/12/2018 07:57:25 PM,2,0.88,1,N,143,142,2,5.5,0.5,0.5,0,0,0.3,6.8
2,08/12/2018 08:03:42 PM,08/12/2018 08:11:52 PM,2,0.99,1,N,230,170,2,7,0.5,0.5,0,0,0.3,8.3
2,08/12/2018 08:22:04 PM,08/12/2018 08:43:19 PM,2,4.69,1,N,100,13,1,18,0.5,0.5,3.86,0,0.3,23.16
1,08/12/2018 08:32:40 PM,08/12/2018 08:44:35 PM,2,1.6,1,N,68,107,2,9.5,0.5,0.5,0,0,0.3,10.8
1,08/12/2018 08:06:25 PM,08/12/2018 08:43:45 PM,2,16.9,2,N,132,234,1,52,0,0.5,6,5.76,0.3,64.56
1,08/12/2018 08:49:18 PM,08/12/2018 09:06:35 PM,4,3.3,1,N,186,261,2,13.5,0.5,0.5,0,0,0.3,14.8
2,08/12/2018 08:06:11 PM,08/12/2018 08:20:18 PM,1,1.8,1,N,161,170,1,10.5,0.5,0.5,1.5,0,0.3,13.3
2,08/12/2018 08:27:01 PM,08/12/2018 08:29:07 PM,1,0.72,1,N,162,170,2,4,0.5,0.5,0,0,0.3,5.3
2,08/12/2018 08:30:58 PM,08/12/2018 08:40:49 PM,1,1.45,1,N,107,79,1,8.5,0.5,0.5,0.98,0,0.3,10.78
2,08/12/2018 08:57:03 PM,08/12/2018 09:41:37 PM,5,17.9,2,N,132,229,2,52,0,0.5,0,0,0.3,52.8
2,08/12/2018 08:52:10 PM,08/12/2018 09:14:39 PM,1,5.27,1,N,264,264,1,20.5,0.5,0.5,4.36,0,0.3,26.16
2,08/12/2018 08:46:00 PM,08/12/2018 08:46:02 PM,4,0,5,N,264,239,1,59,0,0,7,0,0.3,66.3
2,08/12/2018 08:52:53 PM,08/12/2018 08:58:06 PM,2,0.82,1,N,239,143,1,5.5,0.5,0.5,1.22,0,0.3,8.02
1,08/12/2018 08:14:01 PM,08/12/2018 08:20:22 PM,1,0.7,1,N,264,264,1,6,0.5,0.5,1.8,0,0.3,9.1
1,08/12/2018 08:27:45 PM,08/12/2018 08:38:44 PM,2,2.1,1,N,264,264,2,10,0.5,0.5,0,0,0.3,11.3
2,08/12/2018 08:27:59 PM,08/12/2018 09:12:50 PM,1,17.71,2,N,132,231,1,52,0,0.5,10.56,0,0.3,63.36
2,08/12/2018 08:05:28 PM,08/12/2018 08:43:15 PM,5,5.64,1,N,186,179,1,27.5,0.5,0.5,5.76,0,0.3,34.56
1,08/12/2018 08:28:02 PM,08/12/2018 08:44:26 PM,3,1.8,1,N,186,229,1,11.5,0.5,0.5,1.92,0,0.3,14.72
1,08/12/2018 08:48:06 PM,08/12/2018 08:55:09 PM,2,1.5,1,N,229,163,2,7,0.5,0.5,0,0,0.3,8.3
1,08/12/2018 08:57:05 PM,08/12/2018 09:05:22 PM,1,1.7,1,N,163,68,1,8,0.5,0.5,2.75,0,0.3,12.05
1,08/12/2018 08:00:22 PM,08/12/2018 08:08:10 PM,3,1.1,1,N,162,163,2,6.5,0,0.5,0,0,0.3,7.3
1,08/12/2018 08:39:52 PM,08/12/2018 09:15:14 PM,2,5.8,1,N,186,217,1,26.5,0.5,0.5,5.55,0,0.3,33.35
2,08/12/2018 08:51:45 PM,08/12/2018 09:23:29 PM,1,11.66,1,N,138,13,2,34,0.5,0.5,0,0,0.3,35.3
1,08/12/2018 08:08:16 PM,08/12/2018 08:13:09 PM,1,0.9,1,N,249,234,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,08/12/2018 08:15:16 PM,08/12/2018 08:22:08 PM,2,0.9,1,N,107,170,1,6.5,0.5,0.5,0.78,0,0.3,8.58
1,08/12/2018 08:24:32 PM,08/12/2018 08:32:36 PM,1,1.6,1,N,137,79,2,8,0.5,0.5,0,0,0.3,9.3
1,08/12/2018 08:33:44 PM,08/12/2018 08:37:47 PM,3,0.6,1,N,79,79,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,08/12/2018 08:40:09 PM,08/12/2018 09:08:28 PM,2,5,1,N,79,181,2,21.5,0.5,0.5,0,0,0.3,22.8
1,08/12/2018 08:12:24 PM,08/12/2018 08:20:44 PM,2,1.7,1,N,237,161,2,8,0.5,0.5,0,0,0.3,9.3
1,08/12/2018 08:29:03 PM,08/12/2018 08:38:43 PM,1,1.5,1,N,162,50,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,08/12/2018 08:44:33 PM,08/12/2018 08:55:55 PM,1,6.2,1,N,48,244,1,19,0.5,0.5,4.05,0,0.3,24.35
1,08/12/2018 08:59:44 PM,08/12/2018 09:20:26 PM,1,7,1,N,116,60,1,23,0.5,0.5,0,0,0.3,24.3
2,08/12/2018 08:09:40 PM,08/12/2018 08:26:06 PM,5,3.21,1,N,261,148,2,14.5,0.5,0.5,0,0,0.3,15.8
2,08/12/2018 08:29:35 PM,08/12/2018 08:38:25 PM,5,1.02,1,N,148,45,2,7,0.5,0.5,0,0,0.3,8.3
1,08/12/2018 08:09:55 PM,08/12/2018 08:30:11 PM,1,8.1,1,N,138,164,1,24.5,0.5,0.5,6.3,5.76,0.3,37.86
1,08/12/2018 08:32:52 PM,08/12/2018 08:37:37 PM,1,0.7,1,N,164,230,2,5,0.5,0.5,0,0,0.3,6.3
1,08/12/2018 08:44:47 PM,08/12/2018 08:49:27 PM,1,0.8,1,N,100,163,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 08:08:29 PM,08/12/2018 08:19:07 PM,1,1.55,1,N,79,249,1,9,0.5,0.5,1.5,0,0.3,11.8
2,08/12/2018 08:32:09 PM,08/12/2018 08:36:25 PM,1,0.84,1,N,186,48,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 08:37:41 PM,08/12/2018 08:42:37 PM,1,1.6,1,N,48,239,1,7,0.5,0.5,1.66,0,0.3,9.96
2,08/12/2018 08:55:26 PM,08/12/2018 09:05:15 PM,1,1.63,1,N,48,137,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,08/12/2018 08:43:48 PM,08/12/2018 08:58:32 PM,2,2.64,1,N,170,125,2,11.5,0.5,0.5,0,0,0.3,12.8
2,08/12/2018 07:59:41 PM,08/12/2018 08:07:04 PM,1,1.33,1,N,170,162,2,7,0.5,0.5,0,0,0.3,8.3
2,08/12/2018 08:41:07 PM,08/12/2018 08:42:50 PM,2,0.42,1,N,170,164,1,3.5,0.5,0.5,1.2,0,0.3,6
2,08/12/2018 08:14:30 PM,08/12/2018 08:21:50 PM,1,1.11,1,N,142,237,1,7,0.5,0.5,2.08,0,0.3,10.38
2,08/12/2018 08:40:45 PM,08/12/2018 09:40:16 PM,1,12.41,1,N,142,85,1,44.5,0.5,0.5,5,0,0.3,50.8
2,08/12/2018 08:51:17 PM,08/12/2018 08:59:14 PM,3,0.86,1,N,148,79,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,08/12/2018 08:29:48 PM,08/12/2018 09:00:45 PM,1,13.2,1,N,138,87,1,37,0.5,0.5,8.81,5.76,0.3,52.87
2,08/12/2018 08:58:03 PM,08/12/2018 09:31:46 PM,1,18.08,2,N,132,48,1,52,0,0.5,14.64,5.76,0.3,73.2
2,08/12/2018 08:13:21 PM,08/12/2018 08:18:07 PM,1,0.68,1,N,230,142,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 08:27:59 PM,08/12/2018 08:37:02 PM,1,1.77,1,N,230,237,1,8,0.5,0.5,1.86,0,0.3,11.16
2,08/12/2018 08:57:25 PM,08/12/2018 09:10:17 PM,1,2.44,1,N,161,239,1,11,0.5,0.5,3.08,0,0.3,15.38
2,08/12/2018 08:02:55 PM,08/12/2018 08:14:57 PM,1,1.34,1,N,79,158,1,9,0.5,0.5,1.2,0,0.3,11.5
2,08/12/2018 08:18:41 PM,08/12/2018 08:34:15 PM,1,1.87,1,N,158,114,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,08/12/2018 08:35:43 PM,08/12/2018 08:48:26 PM,1,2.26,1,N,113,161,1,10.5,0.5,0.5,2,0,0.3,13.8
2,08/12/2018 08:55:32 PM,08/12/2018 09:11:39 PM,1,4.68,1,N,48,74,2,16,0.5,0.5,0,0,0.3,17.3
2,08/12/2018 08:28:45 PM,08/12/2018 08:32:47 PM,1,1.44,1,N,191,265,2,6.5,0.5,0.5,0,0,0.3,7.8
1,08/12/2018 08:01:20 PM,08/12/2018 08:14:15 PM,1,2.7,1,N,246,161,2,11,0.5,0.5,0,0,0.3,12.3
1,08/12/2018 08:22:46 PM,08/12/2018 08:35:40 PM,1,1.5,1,N,43,170,2,9.5,0.5,0.5,0,0,0.3,10.8
2,08/12/2018 08:35:13 PM,08/12/2018 08:35:19 PM,1,0,1,N,226,226,2,2.5,0.5,0.5,0,0,0.3,3.8
2,08/12/2018 08:36:38 PM,08/12/2018 08:36:45 PM,1,0,2,N,226,226,2,52,0,0.5,0,0,0.3,52.8
2,08/12/2018 08:06:09 PM,08/12/2018 08:15:45 PM,1,0.74,1,N,100,163,2,7,0.5,0.5,0,0,0.3,8.3
2,08/12/2018 08:29:13 PM,08/12/2018 08:52:25 PM,1,4.34,1,N,68,75,1,18,0.5,0.5,3.86,0,0.3,23.16
2,08/12/2018 08:10:46 PM,08/12/2018 08:45:43 PM,1,7.42,1,N,234,80,2,28,0.5,0.5,0,0,0.3,29.3
1,08/12/2018 08:05:21 PM,08/12/2018 08:07:56 PM,1,0.5,1,N,186,100,1,4,0.5,0.5,1.06,0,0.3,6.36
1,08/12/2018 08:26:24 PM,08/12/2018 08:35:06 PM,4,1.6,1,N,246,113,2,8,0.5,0.5,0,0,0.3,9.3
1,08/12/2018 08:36:56 PM,08/12/2018 08:48:31 PM,2,1.9,1,N,113,231,1,10,0.5,0.5,2.26,0,0.3,13.56
1,08/12/2018 08:01:46 PM,08/12/2018 08:07:18 PM,1,0.9,1,N,68,246,1,6,0.5,0.5,1.45,0,0.3,8.75
1,08/12/2018 08:38:21 PM,08/12/2018 08:47:58 PM,1,1.3,1,N,186,170,1,8,0.5,0.5,1.85,0,0.3,11.15
1,08/12/2018 08:53:35 PM,08/12/2018 09:03:10 PM,1,1.8,1,N,170,234,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,08/12/2018 08:32:10 PM,08/12/2018 08:40:29 PM,1,1.4,1,N,48,161,2,7.5,0.5,0.5,0,0,0.3,8.8
1,08/12/2018 08:50:00 PM,08/12/2018 08:57:13 PM,1,1.2,1,N,161,142,1,7,0.5,0.5,2.45,0,0.3,10.75
1,08/12/2018 08:10:59 PM,08/12/2018 08:19:35 PM,1,2.5,1,N,239,161,1,9,0.5,0.5,2.05,0,0.3,12.35
1,08/12/2018 08:25:10 PM,08/12/2018 08:29:58 PM,1,0.9,1,N,237,236,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,08/12/2018 08:40:28 PM,08/12/2018 08:46:35 PM,1,1.7,1,N,236,142,2,7.5,0.5,0.5,0,0,0.3,8.8
2,08/12/2018 08:14:11 PM,08/12/2018 08:32:36 PM,1,9.56,1,N,138,182,2,27.5,0.5,0.5,0,5.76,0.3,34.56
1,08/12/2018 08:01:50 PM,08/12/2018 08:32:29 PM,1,7.4,1,N,138,256,1,25.5,0,0.5,5.25,0,0.3,31.55
1,08/12/2018 08:37:05 PM,08/12/2018 09:22:16 PM,1,13.4,1,N,132,25,2,43,0.5,0.5,0,0,0.3,44.3
2,08/12/2018 08:09:32 PM,08/12/2018 08:16:35 PM,2,1.26,1,N,238,166,1,7,0.5,0.5,1.66,0,0.3,9.96
2,08/12/2018 08:42:22 PM,08/12/2018 08:57:39 PM,2,6.16,1,N,244,143,1,19.5,0.5,0.5,1.5,0,0.3,22.3
2,08/12/2018 08:58:46 PM,08/12/2018 09:10:11 PM,2,1.8,1,N,143,151,2,9.5,0.5,0.5,0,0,0.3,10.8
2,08/12/2018 08:10:55 PM,08/12/2018 08:28:45 PM,1,2.2,1,N,209,113,2,13,0.5,0.5,0,0,0.3,14.3
2,08/12/2018 08:36:16 PM,08/12/2018 08:42:12 PM,1,0.79,1,N,114,79,2,6,0.5,0.5,0,0,0.3,7.3
2,08/12/2018 08:51:32 PM,08/12/2018 09:00:24 PM,1,2.23,1,N,170,236,2,9.5,0.5,0.5,0,0,0.3,10.8
1,08/12/2018 08:22:09 PM,08/12/2018 08:29:35 PM,1,1.6,1,N,230,164,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,08/12/2018 08:34:31 PM,08/12/2018 08:50:18 PM,1,2.5,1,N,107,237,1,12.5,0.5,0.5,3.45,0,0.3,17.25
1,08/12/2018 08:52:08 PM,08/12/2018 08:57:02 PM,1,0.7,1,N,43,163,1,5,0.5,0.5,1.25,0,0.3,7.55
2,08/12/2018 08:32:22 PM,08/12/2018 09:15:33 PM,1,18.19,2,N,132,100,2,52,0,0.5,0,5.76,0.3,58.56
2,08/12/2018 08:02:03 PM,08/12/2018 08:13:49 PM,1,2.64,1,N,100,237,2,10.5,0.5,0.5,0,0,0.3,11.8
2,08/12/2018 08:18:48 PM,08/12/2018 08:34:21 PM,1,2.75,1,N,237,107,2,12,0.5,0.5,0,0,0.3,13.3
2,08/12/2018 08:43:58 PM,08/12/2018 08:51:23 PM,1,1.56,1,N,233,140,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,08/12/2018 08:17:37 PM,08/12/2018 08:36:10 PM,1,2.83,1,N,148,33,2,14,0.5,0.5,0,0,0.3,15.3
2,08/12/2018 07:59:44 PM,08/12/2018 08:04:56 PM,1,0.76,1,N,48,50,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 08:14:51 PM,08/12/2018 08:22:07 PM,1,1.28,1,N,161,68,2,6.5,0.5,0.5,0,0,0.3,7.8
2,08/12/2018 08:10:02 PM,08/12/2018 08:17:43 PM,1,1.1,1,N,100,163,2,6.5,0.5,0.5,0,0,0.3,7.8
2,08/12/2018 08:26:53 PM,08/12/2018 08:37:52 PM,1,1.94,1,N,161,107,1,9,0.5,0.5,2.06,0,0.3,12.36
2,08/12/2018 08:01:32 PM,08/12/2018 08:13:14 PM,1,2.11,1,N,230,141,1,10,0.5,0.5,2.26,0,0.3,13.56
2,08/12/2018 08:15:25 PM,08/12/2018 08:21:20 PM,1,1.19,1,N,141,170,1,6.5,0.5,0.5,1,0,0.3,8.8
2,08/12/2018 08:06:22 PM,08/12/2018 08:34:42 PM,6,11.03,1,N,138,161,2,32,0.5,0.5,0,0,0.3,33.3
2,08/12/2018 08:38:10 PM,08/12/2018 08:48:06 PM,1,0.02,5,N,161,161,1,42.29,0,0.5,0.01,0,0.3,43.1
2,08/12/2018 08:16:44 PM,08/12/2018 08:28:02 PM,2,1.3,1,N,186,107,2,8.5,0.5,0.5,0,0,0.3,9.8
2,08/12/2018 08:13:01 PM,08/12/2018 08:32:12 PM,1,4.14,1,N,161,79,2,16.5,0.5,0.5,0,0,0.3,17.8
2,08/12/2018 08:33:16 PM,08/12/2018 08:39:03 PM,1,0.85,1,N,79,211,2,5.5,0.5,0.5,0,0,0.3,6.8
2,08/12/2018 08:45:11 PM,08/12/2018 09:02:46 PM,1,2.02,1,N,144,65,1,13,0.5,0.5,2,0,0.3,16.3
2,08/12/2018 08:40:43 PM,08/12/2018 08:59:00 PM,1,2.38,1,N,186,229,1,13,0.5,0.5,2.86,0,0.3,17.16
1,08/12/2018 08:06:07 PM,08/12/2018 08:13:52 PM,1,1.2,1,N,230,186,1,7,0.5,0.5,1.5,0,0.3,9.8
1,08/12/2018 08:22:50 PM,08/12/2018 08:41:20 PM,1,3.7,1,N,186,263,1,15,0.5,0.5,2.93,0,0.3,19.23
1,08/12/2018 08:50:17 PM,08/12/2018 08:57:05 PM,1,1.7,1,N,237,161,1,7.5,0.5,0.5,2.6,0,0.3,11.4
1,08/12/2018 08:59:00 PM,08/12/2018 09:10:24 PM,1,2.2,1,N,161,249,1,10,0.5,0.5,1,0,0.3,12.3
1,08/12/2018 08:02:26 PM,08/12/2018 08:13:01 PM,2,1.3,1,N,186,161,2,8.5,0.5,0.5,0,0,0.3,9.8
1,08/12/2018 08:15:38 PM,08/12/2018 08:29:52 PM,3,2.5,1,N,161,158,2,11,0.5,0.5,0,0,0.3,12.3
1,08/12/2018 08:34:00 PM,08/12/2018 08:47:07 PM,1,1.3,1,N,158,211,1,9,0.5,0.5,2.05,0,0.3,12.35
1,08/12/2018 08:51:02 PM,08/12/2018 09:14:02 PM,2,5.2,1,N,211,236,1,19.5,0.5,0.5,6.24,0,0.3,27.04
2,08/12/2018 08:01:34 PM,08/12/2018 08:10:41 PM,2,1.15,1,N,43,170,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,08/12/2018 08:15:42 PM,08/12/2018 08:23:22 PM,3,1.28,1,N,164,162,2,7,0.5,0.5,0,0,0.3,8.3
2,08/12/2018 08:28:12 PM,08/12/2018 08:37:55 PM,2,1.36,1,N,162,48,2,7.5,0.5,0.5,0,0,0.3,8.8
2,08/12/2018 08:51:37 PM,08/12/2018 09:02:00 PM,2,1.47,1,N,161,107,2,8.5,0.5,0.5,0,0,0.3,9.8
1,08/12/2018 08:01:05 PM,08/12/2018 08:24:15 PM,1,3.9,1,N,43,249,1,16.5,0,0.5,3,0,0.3,20.3
1,08/12/2018 08:44:03 PM,08/12/2018 08:59:07 PM,1,2.6,1,N,100,238,1,12.5,0.5,0.5,2,0,0.3,15.8
2,08/12/2018 08:34:08 PM,08/12/2018 08:44:29 PM,1,2.63,1,N,88,249,1,10,0.5,0.5,0.7,0,0.3,12
2,08/12/2018 08:46:17 PM,08/12/2018 08:55:22 PM,1,1.88,1,N,249,100,2,8.5,0.5,0.5,0,0,0.3,9.8
2,08/12/2018 08:57:00 PM,08/12/2018 09:12:58 PM,1,3.29,1,N,100,144,2,13,0.5,0.5,0,0,0.3,14.3
1,08/12/2018 08:12:56 PM,08/12/2018 08:27:46 PM,1,2.1,1,N,234,45,1,11,0.5,0.5,2,0,0.3,14.3
1,08/12/2018 08:39:33 PM,08/12/2018 08:58:45 PM,1,4.5,1,N,12,186,1,17.5,0.5,0.5,3.75,0,0.3,22.55
2,08/12/2018 08:23:17 PM,08/12/2018 08:32:11 PM,1,1.37,1,N,162,246,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,08/12/2018 08:43:48 PM,08/12/2018 08:52:58 PM,1,1.15,1,N,48,186,1,7.5,0.5,0.5,0,0,0.3,8.8
2,08/12/2018 08:54:37 PM,08/12/2018 09:33:43 PM,1,11.73,1,N,186,28,1,37.5,0.5,0.5,0,5.76,0.3,44.56
1,08/12/2018 08:18:32 PM,08/12/2018 08:28:01 PM,1,1.9,1,N,229,107,1,8.5,0.5,0.5,1.76,0,0.3,11.56
1,08/12/2018 08:36:12 PM,08/12/2018 08:44:47 PM,1,0.8,1,N,107,113,1,7,0.5,0.5,1,0,0.3,9.3
1,08/12/2018 08:54:58 PM,08/12/2018 09:17:36 PM,1,8.8,1,N,90,244,2,27.5,0.5,0.5,0,0,0.3,28.8
2,08/12/2018 08:07:18 PM,08/12/2018 08:21:34 PM,6,2.15,1,N,79,90,1,11,0.5,0.5,2.46,0,0.3,14.76
2,08/12/2018 08:22:20 PM,08/12/2018 08:33:40 PM,6,1.8,1,N,90,163,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,08/12/2018 08:35:35 PM,08/12/2018 08:43:20 PM,6,1.69,1,N,142,238,1,8,0.5,0.5,1.86,0,0.3,11.16
2,08/12/2018 08:55:30 PM,08/12/2018 09:37:26 PM,6,5.17,1,N,142,179,1,27,0.5,0.5,5.66,0,0.3,33.96
1,08/12/2018 08:40:40 PM,08/12/2018 09:27:14 PM,1,6.7,1,N,230,25,1,30,0.5,0.5,5.5,0,0.3,36.8
1,08/12/2018 08:08:31 PM,08/12/2018 08:10:37 PM,1,0.7,1,N,237,237,1,4,0.5,0.5,1.55,0,0.3,6.85
1,08/12/2018 08:16:54 PM,08/12/2018 08:26:53 PM,3,2.5,1,N,141,107,1,10,0.5,0.5,2.25,0,0.3,13.55
1,08/12/2018 08:32:50 PM,08/12/2018 08:43:49 PM,4,2,1,N,79,233,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,08/12/2018 08:45:35 PM,08/12/2018 08:47:38 PM,1,0.3,1,N,162,233,2,3.5,0.5,0.5,0,0,0.3,4.8
1,08/12/2018 08:52:52 PM,08/12/2018 08:57:07 PM,1,0.7,1,N,162,141,1,5,0.5,0.5,1.25,0,0.3,7.55
2,08/12/2018 08:10:44 PM,08/12/2018 08:18:30 PM,1,0.53,1,N,148,45,2,6.5,0.5,0.5,0,0,0.3,7.8
2,08/12/2018 08:28:14 PM,08/12/2018 08:55:45 PM,1,4.17,1,N,144,230,1,18.5,0.5,0.5,2.97,0,0.3,22.77
2,08/12/2018 08:24:35 PM,08/13/2018 12:00:00 AM,1,1.77,1,N,143,50,1,9,0.5,0.5,1.54,0,0.3,11.84
2,08/12/2018 08:44:01 PM,08/12/2018 09:10:28 PM,1,3.14,1,N,100,148,1,17.5,0.5,0.5,3.76,0,0.3,22.56
1,08/12/2018 08:09:49 PM,08/12/2018 08:17:07 PM,1,0.9,1,N,229,163,2,6.5,0.5,0.5,0,0,0.3,7.8
1,08/12/2018 08:24:43 PM,08/12/2018 08:34:27 PM,1,1.2,1,N,48,142,1,8,0.5,0.5,1.86,0,0.3,11.16
1,08/12/2018 08:43:50 PM,08/12/2018 08:48:20 PM,1,0.5,1,N,230,186,2,4.5,0.5,0.5,0,0,0.3,5.8
1,08/12/2018 08:51:02 PM,08/12/2018 09:31:24 PM,1,11.9,1,N,186,21,1,37.5,0.5,0.5,7.75,0,0.3,46.55
1,08/12/2018 08:07:22 PM,08/12/2018 08:16:59 PM,1,1.7,1,N,186,233,2,8.5,0.5,0.5,0,0,0.3,9.8
1,08/12/2018 08:34:35 PM,08/12/2018 08:55:05 PM,1,2.8,1,N,186,140,1,15,0.5,0.5,4.08,0,0.3,20.38
1,08/12/2018 08:14:48 PM,08/12/2018 08:54:50 PM,1,18,2,N,132,79,1,52,0,0.5,11.7,5.76,0.3,70.26
2,08/12/2018 08:04:22 PM,08/12/2018 08:26:57 PM,1,9.35,1,N,170,138,1,28,0.5,0.5,7.01,5.76,0.3,42.07
1,08/12/2018 08:16:52 PM,08/12/2018 08:19:38 PM,2,1,1,N,229,263,1,5,0.5,0.5,1.25,0,0.3,7.55
1,08/12/2018 08:33:35 PM,08/12/2018 08:38:53 PM,3,0.6,1,N,162,230,2,5.5,0.5,0.5,0,0,0.3,6.8
1,08/12/2018 08:41:06 PM,08/12/2018 08:59:01 PM,4,3.2,1,N,230,211,2,13.5,0.5,0.5,0,0,0.3,14.8
1,08/12/2018 08:59:44 PM,08/12/2018 09:06:09 PM,2,0.8,1,N,211,114,2,6,0.5,0.5,0,0,0.3,7.3
1,08/12/2018 08:05:57 PM,08/12/2018 08:14:30 PM,1,1.2,1,N,79,232,1,7.5,0.5,0.5,0.1,0,0.3,8.9
1,08/12/2018 08:22:05 PM,08/12/2018 08:44:32 PM,1,3.6,1,N,186,140,1,17,0.5,0.5,1,0,0.3,19.3
1,08/12/2018 08:52:47 PM,08/12/2018 09:00:22 PM,1,1.1,1,N,141,237,1,7,0.5,0.5,2.49,0,0.3,10.79
2,08/12/2018 07:55:43 PM,08/12/2018 08:00:58 PM,1,0.87,1,N,163,161,2,5.5,0.5,0.5,0,0,0.3,6.8
2,08/12/2018 08:03:49 PM,08/12/2018 08:10:22 PM,1,1.68,1,N,161,236,1,7.5,0.5,0.5,1.2,0,0.3,10
2,08/12/2018 08:09:04 PM,08/12/2018 08:14:11 PM,2,0.3,1,N,230,230,2,5,0.5,0.5,0,0,0.3,6.3
1,08/12/2018 08:05:29 PM,08/12/2018 08:38:16 PM,1,12.8,1,N,138,68,1,38,0.5,0.5,9,5.76,0.3,54.06
1,08/12/2018 08:48:25 PM,08/12/2018 08:49:32 PM,1,12.8,5,N,246,246,1,8,0,0,2.45,0,0.3,10.75
1,08/12/2018 08:52:40 PM,08/12/2018 09:01:00 PM,4,1,1,N,246,100,2,7,0.5,0.5,0,0,0.3,8.3
2,08/12/2018 08:31:06 PM,08/12/2018 08:33:03 PM,1,0,1,N,74,41,1,2.5,0.5,0.5,10,0,0.3,13.8
1,08/12/2018 08:02:20 PM,08/12/2018 08:18:51 PM,2,2.3,1,N,186,79,1,12.5,0.5,0.5,2.75,0,0.3,16.55
2,08/12/2018 08:47:33 PM,08/12/2018 09:32:31 PM,3,12.97,1,N,132,71,2,40.5,0.5,0.5,0,0,0.3,41.8
1,08/12/2018 08:35:32 PM,08/12/2018 09:12:57 PM,1,9.9,1,N,138,189,1,33,0.5,0.5,3.5,0,0.3,37.8
1,08/12/2018 08:25:21 PM,08/12/2018 09:09:23 PM,2,18.1,2,N,132,140,1,52,0,0.5,11.7,5.76,0.3,70.26
2,08/12/2018 08:52:35 PM,08/12/2018 09:01:27 PM,1,1.62,1,N,48,186,2,8,0.5,0.5,0,0,0.3,9.3
2,08/12/2018 08:30:29 PM,08/12/2018 08:42:54 PM,1,2.55,1,N,142,107,1,11,0.5,0.5,2.46,0,0.3,14.76
2,08/12/2018 08:43:43 PM,08/12/2018 09:24:52 PM,1,6.36,1,N,107,181,1,28,0.5,0.5,5.86,0,0.3,35.16
1,08/12/2018 08:30:41 PM,08/12/2018 08:39:30 PM,2,1.1,1,N,79,224,1,7,0.5,0.5,2,0,0.3,10.3
1,08/12/2018 08:44:02 PM,08/12/2018 08:59:17 PM,1,1.5,1,N,4,144,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,08/12/2018 08:04:02 PM,08/12/2018 08:09:46 PM,1,0.98,1,N,170,137,1,6,0.5,0.5,1.82,0,0.3,9.12
2,08/12/2018 08:42:41 PM,08/12/2018 08:52:38 PM,1,1.68,1,N,234,246,2,8.5,0.5,0.5,0,0,0.3,9.8
1,08/12/2018 08:03:24 PM,08/12/2018 08:12:57 PM,1,1.7,1,N,186,50,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,08/12/2018 08:22:38 PM,08/12/2018 08:41:13 PM,1,4,1,N,48,75,1,15.5,0.5,0.5,5,0,0.3,21.8
1,08/12/2018 08:45:23 PM,08/12/2018 09:05:16 PM,1,6.1,1,N,236,223,1,20.5,0.5,0.5,5.5,5.76,0.3,33.06
2,08/12/2018 08:06:04 PM,08/12/2018 08:17:56 PM,2,2.14,1,N,43,164,1,10,0.5,0.5,2.26,0,0.3,13.56
2,08/12/2018 08:26:27 PM,08/12/2018 08:33:45 PM,2,0.7,1,N,100,164,1,6,0.5,0.5,0.1,0,0.3,7.4
2,08/12/2018 08:36:22 PM,08/12/2018 08:52:15 PM,2,1.9,1,N,170,48,1,11,0.5,0.5,2.46,0,0.3,14.76
