VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,08/12/2018 08:34:08 PM,08/12/2018 08:44:19 PM,2,1.18,1,N,79,137,1,8,0.5,0.5,1.86,0,0.3,11.16
2,08/12/2018 07:59:56 PM,08/12/2018 08:07:31 PM,1,1.66,1,N,186,43,2,7.5,0.5,0.5,0,0,0.3,8.8
2,08/12/2018 08:09:33 PM,08/12/2018 08:13:10 PM,1,0.72,1,N,43,161,2,4.5,0.5,0.5,0,0,0.3,5.8
2,08/12/2018 08:14:28 PM,08/12/2018 08:23:06 PM,1,1.24,1,N,161,163,2,7.5,0.5,0.5,0,0,0.3,8.8
2,08/12/2018 08:25:11 PM,08/12/2018 08:45:41 PM,1,3.73,1,N,163,125,2,15,0.5,0.5,0,0,0.3,16.3
2,08/12/2018 08:46:28 PM,08/12/2018 08:49:22 PM,1,0.34,1,N,125,211,1,4,0.5,0.5,0.8,0,0.3,6.1
2,08/12/2018 08:59:35 PM,08/12/2018 09:14:37 PM,1,2.88,1,N,211,161,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,08/12/2018 08:20:17 PM,08/12/2018 08:39:51 PM,4,3.72,1,N,261,230,2,17,0.5,0.5,0,0,0.3,18.3
2,08/12/2018 08:45:00 PM,08/12/2018 09:04:26 PM,4,2.53,1,N,230,148,2,14.5,0.5,0.5,0,0,0.3,15.8
2,08/12/2018 08:23:39 PM,08/12/2018 08:36:20 PM,1,1.45,1,N,211,114,2,9,0.5,0.5,0,0,0.3,10.3
2,08/12/2018 08:38:31 PM,08/12/2018 08:45:17 PM,1,0.88,1,N,114,79,1,6,0.5,0.5,1.46,0,0.3,8.76
2,08/12/2018 08:54:19 PM,08/12/2018 09:11:59 PM,1,3.6,1,N,114,50,1,15,0.5,0.5,3.26,0,0.3,19.56
2,08/12/2018 08:07:09 PM,08/12/2018 08:18:45 PM,1,1.27,1,N,79,249,2,8.5,0.5,0.5,0,0,0.3,9.8
2,08/12/2018 08:20:19 PM,08/12/2018 08:26:59 PM,1,0.97,1,N,249,234,1,6,0.5,0.5,2.19,0,0.3,9.49
2,08/12/2018 08:35:23 PM,08/12/2018 08:38:38 PM,1,0.45,1,N,234,107,1,4,0.5,0.5,0.53,0,0.3,5.83
2,08/12/2018 08:49:38 PM,08/12/2018 08:58:43 PM,1,1.88,1,N,162,140,1,8.5,0.5,0.5,1,0,0.3,10.8
1,08/12/2018 08:33:13 PM,08/12/2018 09:02:12 PM,2,8.4,1,N,138,186,1,28,0.5,0.5,4,5.76,0.3,39.06
1,08/12/2018 08:34:00 PM,08/12/2018 09:08:12 PM,1,16.8,2,N,132,164,2,52,0,0.5,0,5.76,0.3,58.56
2,08/12/2018 07:58:39 PM,08/12/2018 08:18:32 PM,1,4.05,1,N,261,230,2,15.5,0.5,0.5,0,0,0.3,16.8
2,08/12/2018 08:05:33 PM,08/12/2018 08:12:54 PM,1,2.86,1,N,141,74,2,10,0.5,0.5,0,0,0.3,11.3
2,08/12/2018 08:37:31 PM,08/12/2018 08:46:30 PM,1,1.1,1,N,163,229,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,08/12/2018 08:05:00 PM,08/12/2018 08:10:48 PM,1,1.2,1,N,141,142,1,6.5,0.5,0.5,1.2,0,0.3,9
1,08/12/2018 08:12:11 PM,08/12/2018 08:22:57 PM,1,2.3,1,N,142,263,1,10,0.5,0.5,1,0,0.3,12.3
1,08/12/2018 08:24:50 PM,08/12/2018 08:41:18 PM,1,4.1,1,N,263,137,2,16,0.5,0.5,0,0,0.3,17.3
2,08/12/2018 08:21:32 PM,08/12/2018 09:00:53 PM,1,11.09,1,N,138,181,1,35.5,0.5,0.5,7.36,0,0.3,44.16
1,08/12/2018 08:17:03 PM,08/12/2018 08:29:07 PM,1,2.1,1,N,148,234,1,10.5,0.5,0.5,2.95,0,0.3,14.75
1,08/12/2018 08:35:29 PM,08/12/2018 08:46:27 PM,3,1.5,1,N,79,170,1,9,0.5,0.5,2.05,0,0.3,12.35
1,08/12/2018 08:48:30 PM,08/12/2018 08:53:22 PM,1,0.9,1,N,170,107,1,5.5,0.5,0.5,1.35,0,0.3,8.15
2,08/12/2018 08:18:58 PM,08/12/2018 08:46:07 PM,1,10.14,1,N,132,72,2,31,0.5,0.5,0,0,0.3,32.3
2,08/12/2018 08:50:14 PM,08/12/2018 09:02:02 PM,4,6.35,1,N,138,252,2,18.5,0.5,0.5,0,0,0.3,19.8
2,08/12/2018 08:33:27 PM,08/12/2018 08:41:47 PM,1,0.95,1,N,161,48,2,6.5,0.5,0.5,0,0,0.3,7.8
2,08/12/2018 08:48:38 PM,08/12/2018 08:55:09 PM,5,1.42,1,N,237,236,1,7,0.5,0.5,1.66,0,0.3,9.96
1,08/12/2018 08:24:03 PM,08/12/2018 08:27:43 PM,3,0.7,1,N,263,236,1,4.5,0.5,0.5,0.87,0,0.3,6.67
1,08/12/2018 08:36:41 PM,08/12/2018 08:43:53 PM,1,1.4,1,N,170,90,1,7,0.5,0.5,1.65,0,0.3,9.95
1,08/12/2018 08:49:44 PM,08/12/2018 08:54:36 PM,2,0.6,1,N,113,113,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 08:00:49 PM,08/12/2018 08:45:49 PM,1,19.38,2,N,132,24,1,52,0,0.5,5,5.76,0.3,63.56
2,08/12/2018 08:49:20 PM,08/12/2018 09:18:02 PM,1,6.61,1,N,24,7,1,24,0.5,0.5,0,0,0.3,25.3
1,08/12/2018 08:00:47 PM,08/12/2018 08:13:29 PM,1,3,1,N,125,50,1,12,0.5,0.5,2.65,0,0.3,15.95
1,08/12/2018 08:16:42 PM,08/12/2018 08:24:14 PM,4,1.2,1,N,246,164,2,7,0.5,0.5,0,0,0.3,8.3
1,08/12/2018 08:25:52 PM,08/12/2018 08:37:00 PM,3,1.6,1,N,164,79,1,9,0.5,0.5,2.05,0,0.3,12.35
1,08/12/2018 08:40:05 PM,08/12/2018 08:56:11 PM,3,3.9,1,N,79,88,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,08/12/2018 08:11:09 PM,08/12/2018 08:20:44 PM,1,1.51,1,N,68,246,2,8,0.5,0.5,0,0,0.3,9.3
2,08/12/2018 08:28:23 PM,08/12/2018 08:40:31 PM,1,2.67,1,N,230,238,1,11,0.5,0.5,2.46,0,0.3,14.76
1,08/12/2018 08:05:38 PM,08/12/2018 08:12:44 PM,1,1.3,1,N,186,249,1,7,0.5,0.5,1.65,0,0.3,9.95
1,08/12/2018 08:13:58 PM,08/12/2018 08:18:22 PM,1,1.2,1,N,249,68,1,6,0.5,0.5,1.45,0,0.3,8.75
1,08/12/2018 08:27:36 PM,08/12/2018 08:35:27 PM,1,1.6,1,N,234,162,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,08/12/2018 08:43:07 PM,08/12/2018 08:46:07 PM,1,0.5,1,N,170,164,1,4,0.5,0.5,2,0,0.3,7.3
1,08/12/2018 08:49:41 PM,08/12/2018 08:59:09 PM,1,1.4,1,N,186,107,1,8,0.5,0.5,1,0,0.3,10.3
1,08/12/2018 08:12:51 PM,08/12/2018 08:43:18 PM,1,4.6,1,N,142,7,1,22.5,0.5,0.5,4.75,0,0.3,28.55
2,08/12/2018 08:10:44 PM,08/12/2018 08:23:59 PM,2,1.98,1,N,229,137,1,10.5,0.5,0.5,1,0,0.3,12.8
2,08/12/2018 08:26:25 PM,08/12/2018 08:43:01 PM,2,7.23,1,N,233,116,1,21,0.5,0.5,4.46,0,0.3,26.76
2,08/12/2018 08:53:43 PM,08/12/2018 09:00:22 PM,2,1.07,1,N,151,239,1,6.5,0.5,0.5,1.56,0,0.3,9.36
1,08/12/2018 08:21:28 PM,08/12/2018 08:42:18 PM,1,8.5,1,N,138,233,1,25.5,0.5,0.5,6.5,5.76,0.3,39.06
2,08/12/2018 08:39:00 PM,08/12/2018 09:08:52 PM,1,17.03,2,N,132,164,1,52,0,0.5,8.78,5.76,0.3,67.34
2,08/12/2018 08:08:27 PM,08/12/2018 08:18:56 PM,1,2.07,1,N,113,230,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,08/12/2018 08:32:12 PM,08/12/2018 08:42:03 PM,1,1.47,1,N,186,107,1,8,0.5,0.5,0.93,0,0.3,10.23
2,08/12/2018 08:51:37 PM,08/12/2018 09:03:25 PM,1,2.25,1,N,170,140,2,10,0.5,0.5,0,0,0.3,11.3
2,08/12/2018 08:08:24 PM,08/12/2018 08:39:24 PM,2,7.12,1,N,231,263,1,26.5,0.5,0.5,6.95,0,0.3,34.75
2,08/12/2018 08:45:20 PM,08/12/2018 08:52:29 PM,2,1.08,1,N,263,75,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,08/12/2018 08:35:29 PM,08/12/2018 08:58:33 PM,1,3.8,1,N,186,238,1,17.5,0.5,0.5,3.76,0,0.3,22.56
2,08/12/2018 08:23:14 PM,08/12/2018 08:54:53 PM,6,9.94,1,N,77,201,1,32.5,0.5,0.5,0,2.16,0.3,35.96
2,08/12/2018 08:36:48 PM,08/12/2018 08:50:50 PM,1,2.81,1,N,141,107,1,12,0.5,0.5,3.32,0,0.3,16.62
1,08/12/2018 08:48:50 PM,08/12/2018 08:53:15 PM,1,0.7,1,N,230,142,1,5,0.5,0.5,1.25,0,0.3,7.55
1,08/12/2018 08:55:06 PM,08/12/2018 08:57:49 PM,1,0.7,1,N,143,239,2,4.5,0.5,0.5,0,0,0.3,5.8
2,08/12/2018 08:17:09 PM,08/12/2018 08:46:20 PM,2,4.39,1,N,90,65,1,19.5,0.5,0.5,4.16,0,0.3,24.96
2,08/12/2018 08:49:26 PM,08/12/2018 08:49:30 PM,1,0,5,N,65,65,1,80,0,0.5,0,0,0.3,80.8
2,08/12/2018 08:47:16 PM,08/12/2018 08:52:40 PM,1,1.05,1,N,90,249,1,5.5,0.5,0.5,1,0,0.3,7.8
1,08/12/2018 08:08:38 PM,08/12/2018 08:18:24 PM,1,2,1,N,239,162,1,9.5,0.5,0.5,2.15,0,0.3,12.95
2,08/12/2018 08:01:18 PM,08/12/2018 08:07:37 PM,1,1.66,1,N,231,68,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,08/12/2018 08:46:47 PM,08/12/2018 09:04:35 PM,1,7,1,N,138,112,2,22,0.5,0.5,0,0,0.3,23.3
2,08/12/2018 08:15:55 PM,08/12/2018 08:19:30 PM,1,0.97,1,N,48,48,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 08:33:18 PM,08/12/2018 08:46:12 PM,1,1.79,1,N,68,162,2,10,0.5,0.5,0,0,0.3,11.3
2,08/12/2018 08:52:44 PM,08/12/2018 08:59:43 PM,1,1.3,1,N,230,246,1,7,0.5,0.5,2.08,0,0.3,10.38
2,08/12/2018 08:21:57 PM,08/12/2018 08:43:39 PM,1,3.73,1,N,236,186,1,16.5,0.5,0.5,4.45,0,0.3,22.25
2,08/12/2018 08:48:20 PM,08/12/2018 09:01:57 PM,1,1.97,1,N,186,107,1,10.5,0.5,0.5,2,0,0.3,13.8
2,08/12/2018 08:42:26 PM,08/12/2018 08:48:06 PM,1,0.72,1,N,143,142,2,5.5,0.5,0.5,0,0,0.3,6.8
1,08/12/2018 08:04:54 PM,08/12/2018 08:14:42 PM,1,1,1,N,186,230,1,8,0.5,0.5,2.75,0,0.3,12.05
1,08/12/2018 08:23:43 PM,08/12/2018 08:41:19 PM,1,3.5,1,N,186,236,1,15,0.5,0.5,3.26,0,0.3,19.56
1,08/12/2018 08:49:23 PM,08/12/2018 09:06:23 PM,2,3.7,1,N,236,107,2,14.5,0.5,0.5,0,0,0.3,15.8
2,08/12/2018 08:14:07 PM,08/12/2018 08:34:11 PM,1,4.73,1,N,163,232,2,18.5,0.5,0.5,0,0,0.3,19.8
2,08/12/2018 08:40:35 PM,08/12/2018 08:46:33 PM,3,1.16,1,N,79,107,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,08/12/2018 08:48:01 PM,08/12/2018 08:52:32 PM,2,0.87,1,N,107,170,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,08/12/2018 08:04:38 PM,08/12/2018 08:11:04 PM,1,1.3,1,N,170,162,1,6.5,0.5,0.5,0.78,0,0.3,8.58
1,08/12/2018 08:26:08 PM,08/12/2018 08:34:03 PM,1,1.6,1,N,238,166,1,8,0.5,0.5,0,0,0.3,9.3
1,08/12/2018 08:41:44 PM,08/12/2018 08:52:20 PM,1,2.2,1,N,238,263,1,9.5,0.5,0.5,1.2,0,0.3,12
1,08/12/2018 08:56:29 PM,08/12/2018 09:10:01 PM,1,2.2,1,N,141,48,1,11,0.5,0.5,2.45,0,0.3,14.75
2,08/12/2018 08:41:41 PM,08/12/2018 08:50:37 PM,2,1.4,1,N,162,163,2,8,0.5,0.5,0,0,0.3,9.3
2,08/12/2018 08:18:21 PM,08/12/2018 08:45:18 PM,1,5.03,1,N,230,261,1,20.5,0.5,0.5,0,0,0.3,21.8
2,08/12/2018 08:47:51 PM,08/12/2018 09:05:38 PM,1,3.71,1,N,261,246,1,15.5,0.5,0.5,0.2,0,0.3,17
1,08/12/2018 08:28:04 PM,08/12/2018 09:13:58 PM,1,18.5,1,N,132,33,1,51,0.5,0.5,10.45,0,0.3,62.75
2,08/12/2018 08:42:45 PM,08/12/2018 09:00:30 PM,1,4.52,1,N,74,164,1,16,0.5,0.5,3,0,0.3,20.3
2,08/12/2018 08:16:50 PM,08/12/2018 08:30:11 PM,1,3.5,1,N,13,246,1,13,0.5,0.5,2.86,0,0.3,17.16
2,08/12/2018 08:36:53 PM,08/12/2018 08:52:26 PM,1,2.73,1,N,230,158,1,12,0.5,0.5,2,0,0.3,15.3
2,08/12/2018 08:55:55 PM,08/12/2018 09:01:55 PM,1,1.07,1,N,249,125,1,6,0.5,0.5,2.19,0,0.3,9.49
1,08/12/2018 08:21:23 PM,08/12/2018 08:50:18 PM,1,9.2,1,N,138,238,1,29.5,0.5,0.5,6,5.76,0.3,42.56
1,08/12/2018 08:56:35 PM,08/12/2018 09:00:50 PM,1,0.5,1,N,143,142,2,5,0.5,0.5,0,0,0.3,6.3
2,08/12/2018 08:47:20 PM,08/12/2018 09:25:55 PM,1,18.24,2,N,132,148,1,52,0,0.5,10.56,0,0.3,63.36
2,08/12/2018 08:15:52 PM,08/12/2018 08:20:24 PM,1,1.01,1,N,90,246,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,08/12/2018 08:20:05 PM,08/12/2018 08:25:24 PM,1,0.6,1,N,7,179,1,5.5,0.5,0.5,0.68,0,0.3,7.48
2,08/12/2018 08:39:46 PM,08/12/2018 09:07:43 PM,1,11.25,2,N,138,50,1,52,0,0.5,11.71,5.76,0.3,70.27
1,08/12/2018 08:15:56 PM,08/12/2018 08:52:43 PM,2,17.4,2,N,132,233,1,52,0,0.5,10,5.76,0.3,68.56
1,08/12/2018 08:55:53 PM,08/12/2018 09:15:51 PM,1,3.1,1,N,233,45,1,14.5,0.5,0.5,3.15,0,0.3,18.95
1,08/12/2018 08:02:23 PM,08/12/2018 08:28:53 PM,1,7.6,1,N,138,37,1,24.5,0.5,0.5,3,0,0.3,28.8
1,08/12/2018 08:21:15 PM,08/12/2018 08:24:26 PM,0,0.7,1,N,48,143,1,4.5,0.5,0.5,1.15,0,0.3,6.95
2,08/12/2018 08:38:51 PM,08/12/2018 08:48:38 PM,1,2,1,N,170,68,1,9,0.5,0.5,1,0,0.3,11.3
2,08/12/2018 08:50:24 PM,08/12/2018 08:52:17 PM,1,0.64,1,N,68,68,1,4,0.5,0.5,1.06,0,0.3,6.36
2,08/12/2018 08:59:19 PM,08/12/2018 09:11:56 PM,1,1.84,1,N,186,113,2,10.5,0.5,0.5,0,0,0.3,11.8
2,08/12/2018 08:06:38 PM,08/12/2018 08:18:08 PM,2,1.44,1,N,148,4,1,9,0.5,0.5,2.06,0,0.3,12.36
2,08/12/2018 08:32:35 PM,08/12/2018 08:46:29 PM,2,1.72,1,N,137,4,2,10.5,0.5,0.5,0,0,0.3,11.8
2,08/12/2018 08:48:19 PM,08/12/2018 09:03:11 PM,2,2.45,1,N,4,162,1,12,0.5,0.5,3.99,0,0.3,17.29
1,08/12/2018 08:14:55 PM,08/12/2018 09:03:07 PM,1,15.7,1,N,132,225,2,48,0.5,0.5,0,0,0.3,49.3
1,08/12/2018 08:03:50 PM,08/12/2018 08:10:23 PM,1,0.8,1,N,246,48,2,6,0.5,0.5,0,0,0.3,7.3
1,08/12/2018 08:18:23 PM,08/12/2018 08:29:40 PM,1,1.2,1,N,68,170,1,8.5,0.5,0.5,1.95,0,0.3,11.75
1,08/12/2018 08:42:25 PM,08/12/2018 08:50:03 PM,1,1,1,N,100,170,1,7,0.5,0.5,2.45,0,0.3,10.75
1,08/12/2018 08:56:25 PM,08/12/2018 09:05:54 PM,1,1.9,1,N,161,68,2,8.5,0.5,0.5,0,0,0.3,9.8
2,08/12/2018 08:04:51 PM,08/12/2018 08:25:52 PM,2,4,1,N,68,262,2,17,0.5,0.5,0,0,0.3,18.3
2,08/12/2018 08:02:26 PM,08/12/2018 08:11:35 PM,1,1.02,1,N,186,107,1,7,0.5,0.5,1.24,0,0.3,9.54
2,08/12/2018 08:22:16 PM,08/12/2018 08:28:51 PM,1,0.94,1,N,100,170,1,6,0.5,0.5,1.46,0,0.3,8.76
2,08/12/2018 08:44:33 PM,08/12/2018 08:52:22 PM,1,1.38,1,N,163,142,1,7,0.5,0.5,1.66,0,0.3,9.96
2,08/12/2018 08:57:34 PM,08/12/2018 09:11:11 PM,1,2.7,1,N,239,186,2,11.5,0.5,0.5,0,0,0.3,12.8
2,08/12/2018 08:00:03 PM,08/12/2018 08:06:38 PM,5,2.15,1,N,142,24,2,8,0.5,0.5,0,0,0.3,9.3
1,08/12/2018 08:05:52 PM,08/12/2018 08:14:09 PM,1,0.9,1,N,230,48,1,6.5,0.5,0.5,0.23,0,0.3,8.03
1,08/12/2018 08:19:59 PM,08/12/2018 08:31:38 PM,1,0.7,1,N,48,186,2,8.5,0.5,0.5,0,0,0.3,9.8
1,08/12/2018 08:34:31 PM,08/12/2018 08:38:06 PM,1,0.6,1,N,186,90,1,4.5,0.5,0.5,1.16,0,0.3,6.96
1,08/12/2018 08:39:25 PM,08/12/2018 08:46:15 PM,1,1.1,1,N,90,79,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,08/12/2018 08:51:30 PM,08/12/2018 08:57:20 PM,1,1,1,N,79,107,1,6,0.5,0.5,1,0,0.3,8.3
1,08/12/2018 08:59:10 PM,08/12/2018 09:13:31 PM,1,2.9,1,N,107,141,1,12,0.5,0.5,2.65,0,0.3,15.95
2,08/12/2018 08:16:04 PM,08/12/2018 08:22:09 PM,2,0.66,1,N,163,230,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,08/12/2018 08:22:30 PM,08/12/2018 08:40:54 PM,2,6.62,1,N,65,162,2,20.5,0.5,0.5,0,0,0.3,21.8
2,08/12/2018 08:29:05 PM,08/12/2018 08:57:20 PM,2,14.38,1,N,138,87,1,40,0.5,0.5,9.41,5.76,0.3,56.47
2,08/12/2018 08:58:52 PM,08/12/2018 09:08:36 PM,2,2.09,1,N,87,249,2,9,0.5,0.5,0,0,0.3,10.3
1,08/12/2018 08:05:41 PM,08/12/2018 08:14:21 PM,3,1.4,1,N,100,161,1,8,0.5,0.5,1.85,0,0.3,11.15
1,08/12/2018 08:15:28 PM,08/12/2018 08:23:11 PM,2,0.9,1,N,161,237,3,7,0.5,0.5,0,0,0.3,8.3
2,08/12/2018 08:29:06 PM,08/12/2018 08:43:13 PM,1,2.62,1,N,41,236,1,11.5,0.5,0.5,3.2,0,0.3,16
2,08/12/2018 08:44:31 PM,08/12/2018 08:59:54 PM,1,4.38,1,N,236,107,1,15.5,0.5,0.5,1.68,0,0.3,18.48
1,08/12/2018 08:07:39 PM,08/12/2018 08:10:57 PM,1,0.6,1,N,263,140,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,08/12/2018 08:35:14 PM,08/12/2018 08:49:59 PM,3,2.9,1,N,114,230,2,12,0.5,0.5,0,0,0.3,13.3
1,08/12/2018 08:55:10 PM,08/12/2018 09:06:34 PM,1,2,1,N,230,68,1,10,0.5,0.5,2.8,0,0.3,14.1
2,08/12/2018 08:12:02 PM,08/12/2018 08:16:48 PM,2,0.72,1,N,263,262,1,5.5,0.5,0.5,1.36,0,0.3,8.16
2,08/12/2018 08:32:44 PM,08/12/2018 08:37:24 PM,1,0.75,1,N,43,161,1,5,0.5,0.5,1,0,0.3,7.3
1,08/12/2018 08:57:35 PM,08/12/2018 09:20:10 PM,1,11.8,1,N,138,79,1,33,0.5,0.5,8.88,5.76,0.3,48.94
2,08/12/2018 08:06:06 PM,08/12/2018 08:13:54 PM,1,1.16,1,N,48,164,2,7,0.5,0.5,0,0,0.3,8.3
2,08/12/2018 08:21:09 PM,08/12/2018 08:51:10 PM,1,4.09,1,N,164,146,1,20.5,0.5,0.5,5.51,5.76,0.3,33.07
2,08/12/2018 08:02:37 PM,08/12/2018 08:10:57 PM,1,1.63,1,N,107,162,2,8,0.5,0.5,0,0,0.3,9.3
2,08/12/2018 08:19:48 PM,08/12/2018 08:22:54 PM,1,0.79,1,N,237,237,2,4.5,0.5,0.5,0,0,0.3,5.8
2,08/12/2018 08:06:56 PM,08/12/2018 08:12:34 PM,1,0.86,1,N,143,239,1,6,0.5,0.5,2.19,0,0.3,9.49
2,08/12/2018 08:16:57 PM,08/12/2018 08:23:01 PM,1,1.26,1,N,239,238,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,08/12/2018 08:28:17 PM,08/12/2018 08:56:17 PM,1,5.66,1,N,239,211,1,22.5,0.5,0.5,4.76,0,0.3,28.56
2,08/12/2018 08:59:38 PM,08/12/2018 09:10:00 PM,1,1.79,1,N,114,164,2,9,0.5,0.5,0,0,0.3,10.3
1,08/12/2018 08:53:03 PM,08/12/2018 09:06:04 PM,1,1.5,1,N,90,170,1,10,0.5,0.5,2.25,0,0.3,13.55
2,08/12/2018 08:11:45 PM,08/12/2018 08:20:43 PM,1,1.19,1,N,249,224,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,08/12/2018 08:24:22 PM,08/12/2018 08:38:38 PM,1,1.81,1,N,107,249,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,08/12/2018 08:41:40 PM,08/12/2018 09:01:15 PM,1,3.28,1,N,249,229,1,14.5,0.5,0.5,3.16,0,0.3,18.96
1,08/12/2018 08:06:48 PM,08/12/2018 08:13:21 PM,1,0.7,1,N,234,224,1,6,0.5,0.5,1.45,0,0.3,8.75
1,08/12/2018 08:19:39 PM,08/12/2018 08:36:42 PM,1,3.2,1,N,233,143,1,14,0.5,0.5,2.3,0,0.3,17.6
1,08/12/2018 08:40:23 PM,08/12/2018 08:55:17 PM,1,2.4,1,N,143,140,1,12,0.5,0.5,2,0,0.3,15.3
1,08/12/2018 08:34:59 PM,08/12/2018 09:00:24 PM,2,6.7,1,N,161,261,1,23,0.5,0.5,4.85,0,0.3,29.15
2,08/12/2018 08:11:02 PM,08/12/2018 08:40:20 PM,1,10.16,1,N,113,244,2,32,0.5,0.5,0,0,0.3,33.3
1,08/12/2018 08:58:15 PM,08/12/2018 09:11:14 PM,1,4.6,1,N,138,56,2,15.5,0.5,0.5,0,0,0.3,16.8
1,08/12/2018 08:00:51 PM,08/12/2018 08:10:01 PM,1,1.6,1,N,186,48,1,8,0.5,0.5,1.85,0,0.3,11.15
1,08/12/2018 08:13:42 PM,08/12/2018 08:33:42 PM,1,2.6,1,N,48,237,1,14.5,0.5,0.5,3.95,0,0.3,19.75
1,08/12/2018 08:40:54 PM,08/12/2018 08:49:28 PM,1,2.1,1,N,163,263,1,9,0.5,0.5,2.05,0,0.3,12.35
1,08/12/2018 08:05:49 PM,08/12/2018 08:07:30 PM,1,0.5,1,N,186,90,2,3.5,0.5,0.5,0,0,0.3,4.8
1,08/12/2018 08:09:07 PM,08/12/2018 08:14:44 PM,1,0.9,1,N,90,113,2,6,0.5,0.5,0,0,0.3,7.3
1,08/12/2018 08:17:38 PM,08/12/2018 08:30:18 PM,2,2.7,1,N,113,229,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,08/12/2018 08:49:46 PM,08/12/2018 08:59:19 PM,2,1.1,1,N,186,107,1,7.5,0.5,0.5,3,0,0.3,11.8
2,08/12/2018 08:33:27 PM,08/12/2018 08:42:14 PM,2,1.62,1,N,186,113,1,8,0.5,0.5,1.86,0,0.3,11.16
2,08/12/2018 08:21:18 PM,08/12/2018 08:37:51 PM,3,2.17,1,N,79,186,1,12,0.5,0.5,1,0,0.3,14.3
2,08/12/2018 08:23:13 PM,08/13/2018 08:02:49 PM,1,1.5,1,N,113,170,2,10,0.5,0.5,0,0,0.3,11.3
2,08/12/2018 08:41:15 PM,08/12/2018 08:50:22 PM,1,0.82,1,N,170,230,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,08/12/2018 08:06:29 PM,08/12/2018 08:21:36 PM,1,3.05,1,N,237,107,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,08/12/2018 08:37:14 PM,08/12/2018 08:43:43 PM,1,0.98,1,N,249,68,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,08/12/2018 08:53:32 PM,08/12/2018 09:08:16 PM,1,2.95,1,N,246,163,2,12,0.5,0.5,0,0,0.3,13.3
1,08/12/2018 08:14:39 PM,08/12/2018 08:24:39 PM,2,1.9,1,N,13,231,1,9.5,0.5,0.5,1,0,0.3,11.8
1,08/12/2018 08:35:11 PM,08/12/2018 08:40:38 PM,2,0.7,1,N,211,231,1,5.5,0.5,0.5,1,0,0.3,7.8
1,08/12/2018 08:45:46 PM,08/12/2018 08:55:04 PM,1,1.4,1,N,231,144,1,7.5,0.5,0.5,1,0,0.3,9.8
1,08/12/2018 08:06:09 PM,08/12/2018 08:14:22 PM,1,1.7,1,N,162,141,1,8,0.5,0.5,2.3,0,0.3,11.6
1,08/12/2018 08:35:54 PM,08/12/2018 08:41:06 PM,1,1.3,1,N,186,68,1,6,0.5,0.5,1,0,0.3,8.3
1,08/12/2018 08:26:21 PM,08/12/2018 08:35:58 PM,1,1.3,1,N,161,48,2,7.5,0.5,0.5,0,0,0.3,8.8
1,08/12/2018 08:40:06 PM,08/12/2018 08:49:36 PM,1,1.5,1,N,100,234,1,8,0.5,0.5,1.85,0,0.3,11.15
2,08/12/2018 08:27:13 PM,08/12/2018 08:41:27 PM,1,2.66,1,N,142,229,1,12,0.5,0.5,2.66,0,0.3,15.96
2,08/12/2018 08:50:11 PM,08/12/2018 08:57:55 PM,1,1.33,1,N,170,246,1,7,0.5,0.5,1.66,0,0.3,9.96
2,08/12/2018 08:28:02 PM,08/12/2018 08:35:18 PM,5,1.59,1,N,48,68,2,7.5,0.5,0.5,0,0,0.3,8.8
2,08/12/2018 08:41:59 PM,08/12/2018 08:51:39 PM,5,1.19,1,N,186,170,2,8,0.5,0.5,0,0,0.3,9.3
2,08/12/2018 08:29:53 PM,08/12/2018 08:41:58 PM,1,2.32,1,N,90,163,1,10.5,0.5,0.5,0,0,0.3,11.8
2,08/12/2018 08:55:28 PM,08/12/2018 09:02:58 PM,2,1.04,1,N,233,163,2,6.5,0.5,0.5,0,0,0.3,7.8
2,08/12/2018 08:38:10 PM,08/12/2018 08:38:34 PM,1,5.72,1,N,264,256,2,25,0.5,0.5,0,0,0.3,26.3
